-0.386363636363636,-0.4,0.2
-0.359090909090909,-0.4,0.2
-0.331818181818182,-0.4,0.2
-0.304545454545455,-0.4,0.2
-0.277272727272727,-0.4,0.2
-0.25,-0.4,0.2
-0.222727272727273,-0.4,0.2
-0.195454545454545,-0.4,0.2
-0.168181818181818,-0.4,0.2
-0.140909090909091,-0.4,0.2
-0.113636363636364,-0.4,0.2
-0.087,-0.4,0.2
-0.061,-0.4,0.2
-0.035,-0.4,0.2
-0.00899999999999994,-0.4,0.2
0.0170000000000001,-0.4,0.2
0.0430000000000001,-0.4,0.2
0.069,-0.4,0.2
0.095,-0.4,0.2
0.121,-0.4,0.2
0.147,-0.4,0.2
0.1688,-0.4,0.2
0.1864,-0.4,0.2
0.204,-0.4,0.2
0.2216,-0.4,0.2
0.2392,-0.4,0.2
0.2568,-0.4,0.2
0.2744,-0.4,0.2
0.292,-0.4,0.2
0.3096,-0.4,0.2
0.3272,-0.4,0.2
0.3448,-0.4,0.2
0.3624,-0.4,0.2
0.38,-0.4,0.2
0.3976,-0.4,0.2
0.4152,-0.4,0.2
0.4328,-0.4,0.2
0.4504,-0.4,0.2
0.468,-0.4,0.2
0.4856,-0.4,0.2
0.5032,-0.4,0.2
0.5208,-0.4,0.2
0.5384,-0.4,0.2
0.556,-0.4,0.2
0.5736,-0.4,0.2
0.5912,-0.4,0.2
-0.107954951288349,-0.407954951288349,0.2
-0.123864853865046,-0.423864853865046,0.2
-0.139774756441743,-0.439774756441743,0.2
-0.155684659018441,-0.455684659018441,0.2
-0.171594561595138,-0.471594561595138,0.2
-0.187504464171835,-0.487504464171835,0.2
-0.203414366748533,-0.503414366748533,0.2
-0.21932426932523,-0.51932426932523,0.2
-0.235234171901927,-0.535234171901927,0.2
-0.251144074478625,-0.551144074478625,0.2
-0.267053977055322,-0.567053977055322,0.2
-0.282963879632019,-0.582963879632019,0.2
-0.298873782208717,-0.598873782208717,0.2
-0.314783684785414,-0.614783684785414,0.2
-0.330693587362111,-0.630693587362111,0.2
-0.346603489938809,-0.646603489938809,0.2
-0.00777817459305195,-0.392221825406948,0.2
-0.023334523779156,-0.376665476220844,0.2
-0.03889087296526,-0.36110912703474,0.2
-0.0544472221513641,-0.345552777848636,0.2
-0.0700035713374681,-0.329996428662532,0.2
-0.0855599205235722,-0.314440079476428,0.2
-0.101116269709676,-0.298883730290324,0.2
-0.11667261889578,-0.28332738110422,0.2
-0.132228968081884,-0.267771031918116,0.2
-0.147785317267988,-0.252214682732012,0.2
-0.163341666454092,-0.236658333545908,0.2
-0.178898015640196,-0.221101984359803,0.2
-0.1944543648263,-0.205545635173699,0.2
-0.210010714012405,-0.189989285987595,0.2
-0.225567063198509,-0.174432936801491,0.2
-0.241123412384613,-0.158876587615387,0.2
-0.256679761570717,-0.143320238429283,0.2
-0.272236110756821,-0.127763889243179,0.2
-0.287792459942925,-0.112207540057075,0.2
-0.303348809129029,-0.0966511908709712,0.2
0.167576144084142,-0.392423855915858,0.2
0.182728432252425,-0.377271567747575,0.2
0.197880720420708,-0.362119279579292,0.2
0.213033008588991,-0.346966991411009,0.2
0.228185296757274,-0.331814703242726,0.2
0.243337584925558,-0.316662415074443,0.2
0.258489873093841,-0.301510126906159,0.2
