-0.513383, -0.32109, 0.140851
-0.473705, -0.339593, 0.141962
-0.437693, -0.355575, 0.143073
-0.405113, -0.368927, 0.144165
-0.375685, -0.379619, 0.145222
-0.349142, -0.387674, 0.14623
-0.325059, -0.393204, 0.147176
-0.303127, -0.396372, 0.14805
-0.282796, -0.397414, 0.148841
-0.263666, -0.396609, 0.149547
-0.245225, -0.394263, 0.150163
-0.227562, -0.390829, 0.150678
-0.210227, -0.386728, 0.151098
-0.192493, -0.382215, 0.151444
-0.174059, -0.377593, 0.151719
-0.154724, -0.373196, 0.151933
-0.134261, -0.369301, 0.152095
-0.112615, -0.366148, 0.152218
-0.0896502, -0.363976, 0.152315
-0.0653924, -0.362922, 0.1524
-0.0398088, -0.363115, 0.152487
-0.0174326, -0.364268, 0.152576
0.00119668, -0.365876, 0.152663
0.0203362, -0.368064, 0.152771
0.0398862, -0.370829, 0.152905
0.0597986, -0.3741, 0.153068
0.080039, -0.377853, 0.153265
0.100565, -0.382023, 0.153504
0.121251, -0.386553, 0.153786
0.142119, -0.391359, 0.154117
0.163051, -0.396366, 0.154499
0.18402, -0.401473, 0.154938
0.204965, -0.406592, 0.155436
0.225804, -0.411617, 0.155996
0.246562, -0.416456, 0.156619
0.267136, -0.42101, 0.15731
0.28753, -0.425172, 0.158068
0.307709, -0.428834, 0.158895
0.327627, -0.431922, 0.159791
0.347324, -0.434314, 0.160757
0.366725, -0.435951, 0.161791
0.385901, -0.436743, 0.162894
0.404807, -0.436614, 0.164062
0.423476, -0.435519, 0.165294
0.441926, -0.433391, 0.166588
0.460183, -0.430196, 0.167941
-0.242348, -0.397671, 0.150727
-0.25348, -0.406894, 0.151266
-0.263504, -0.41508, 0.15173
-0.272912, -0.422382, 0.152096
-0.282173, -0.428998, 0.152345
-0.291822, -0.435093, 0.152459
-0.302386, -0.440858, 0.15242
-0.314421, -0.446505, 0.152216
-0.328431, -0.452214, 0.151834
-0.344829, -0.458183, 0.151269
-0.364109, -0.464587, 0.150514
-0.386674, -0.471609, 0.149568
-0.412884, -0.479411, 0.148433
-0.443033, -0.488146, 0.147115
-0.477256, -0.497935, 0.145623
-0.515864, -0.508906, 0.143966
-0.171763, -0.37217, 0.151258
-0.178521, -0.364821, 0.150205
-0.183174, -0.357876, 0.149197
-0.186344, -0.351137, 0.14824
-0.188496, -0.344458, 0.147337
-0.190435, -0.337674, 0.146495
-0.192611, -0.330621, 0.145718
-0.1958, -0.323139, 0.14501
-0.200667, -0.315087, 0.144374
-0.207784, -0.306329, 0.143813
-0.217871, -0.296738, 0.14333
-0.231526, -0.286209, 0.142927
-0.249257, -0.27465, 0.142605
-0.271553, -0.261988, 0.142366
-0.298856, -0.248162, 0.14221
-0.331574, -0.233153, 0.142136
-0.369919, -0.216931, 0.142144
-0.414132, -0.199498, 0.142233
-0.46429, -0.180893, 0.142401
-0.52039, -0.16114, 0.142648
-0.018444, -0.355872, 0.152192
-0.000318497, -0.339242, 0.151607
0.0203727, -0.321255, 0.151177
0.0435122, -0.301906, 0.150916
0.0689877, -0.281227, 0.150833
0.096652, -0.259214, 0.150937
0.126327, -0.23593, 0.151233
